StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
94536,2,Mathematics Tutorial 3,Active,ES,Enabling Subject,2,0,0,0,NP,Mathematical and Physical Sciences,94536,Mathematics Tutorial 3,Mathematics Tutorial 3,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94537,2,Mathematics Study 1,Active,ES,Enabling Subject,4,0,0,0,NP,Mathematical and Physical Sciences,94537,Mathematics Study 1,Mathematics Study 1,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94538,2,Mathematics Study 2,Active,ES,Enabling Subject,4,0,0,0,NP,Mathematical and Physical Sciences,94538,Mathematics Study 2,Mathematics Study 2,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94539,2,Mathematics Study 3,Active,ES,Enabling Subject,4,0,0,0,NP,Mathematical and Physical Sciences,94539,Mathematics Study 3,Mathematics Study 3,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94540,2,Mathematics Workshop 4,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94540,Mathematics Workshop 4,Mathematics Workshop 4,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94541,2,Mathematics Workshop 5,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94541,Mathematics Workshop 5,Mathematics Workshop 5,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94542,2,Mathematics Workshop 6,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94542,Mathematics Workshop 6,Mathematics Workshop 6,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94550,2,Introduction to Statistics,Active,ES,Enabling Subject,2,0,0,0,NP,Mathematical and Physical Sciences,94550,Introduction to Statistics,Introduction to Statistics,10103,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Statistics,Science,,,,,
94580,2,Bridging Mathematics,Active,ES,Enabling Subject,4,0,0,0,NP,Mathematical and Physical Sciences,94580,Bridging Mathematics,Bridging Mathematics,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94581,2,Foundation Studies,Active,ES,Enabling Subject,6,0,0,0,NP,Mathematical and Physical Sciences,94581,Foundation Studies,Foundation Studies,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94582,2,Quantitative Research Support,Active,ES,Enabling Subject,4,0,0,0,NP,Mathematical and Physical Sciences,94582,Quantitative Research Support,Quantitative Research Support,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94590,2,Mathematics Preparation for Nursing,Active,ES,Enabling Subject,2,0,0,0,NP,Mathematical and Physical Sciences,94590,Mathematics Preparation for Nursing,Mathematics Preparation Nurs,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94600,1,Academic Writing and Grammar 1,Active,ES,Enabling Subject,2.5,0,0,0,PC,Institute for Interactive Media and Learning,94600,Academic Writing and Grammar 1,Academic Writing and Grammar 1,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94601,1,Academic Writing and Grammar 2,Active,ES,Enabling Subject,2.5,0,0,0,PC,Institute for Interactive Media and Learning,94601,Academic Writing and Grammar 2,Academic Writing and Grammar 2,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94602,1,Seminar Presentation 1,Active,ES,Enabling Subject,1,0,0,0,PC,Institute for Interactive Media and Learning,94602,Seminar Presentation 1,Seminar Presentation 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94603,1,Seminar Presentation 2,Active,ES,Enabling Subject,1,0,0,0,PC,Institute for Interactive Media and Learning,94603,Seminar Presentation 2,Seminar Presentation 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94604,1,Pronunciation Correction 1,Active,ES,Enabling Subject,1.5,0,0,0,PC,Institute for Interactive Media and Learning,94604,Pronunciation Correction 1,Pronunciation Correction 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94605,1,Pronunciation Correction 2,Active,ES,Enabling Subject,1.5,0,0,0,PC,Institute for Interactive Media and Learning,94605,Pronunciation Correction 2,Pronunciation Correction 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94606,1,Academic Writing 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94606,Academic Writing 1,Academic Writing 1,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94607,1,Academic Writing 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94607,Academic Writing 2,Academic Writing 2,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94608,1,Academic Writing 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94608,Academic Writing 3,Academic Writing 3,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94609,1,Academic Writing 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94609,Academic Writing 4,Academic Writing 4,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94610,1,Academic Writing 5,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94610,Academic Writing 5,Academic Writing 5,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94611,1,Academic Writing 6,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94611,Academic Writing 6,Academic Writing 6,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94612,1,Academic Writing 7,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94612,Academic Writing 7,Academic Writing 7,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94613,1,Academic Writing 8,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94613,Academic Writing 8,Academic Writing 8,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94614,1,Academic Writing 9,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94614,Academic Writing 9,Academic Writing 9,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94615,1,Academic Writing 10,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94615,Academic Writing 10,Academic Writing 10,100705,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Written Communication,General,,,,,
94616,1,Grammar 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94616,Grammar 1,Grammar 1,91501,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,3,10900,English Language,General,,,,,
94617,1,Grammar 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94617,Grammar 2,Grammar 2,91501,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,3,10900,English Language,General,,,,,
94618,1,Grammar 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94618,Grammar 3,Grammar 3,91501,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,3,10900,English Language,General,,,,,
94619,1,Academic Speaking 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94619,Academic Speaking 1,Academic Speaking 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94620,1,Academic Speaking 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94620,Academic Speaking 2,Academic Speaking 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94621,1,Academic Speaking 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94621,Academic Speaking 3,Academic Speaking 3,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94622,1,Academic Speaking 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94622,Academic Speaking 4,Academic Speaking 4,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94623,1,Academic Speaking 5,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94623,Academic Speaking 5,Academic Speaking 5,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94624,1,Academic Speaking 6,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94624,Academic Speaking 6,Academic Speaking 6,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94625,1,Academic Speaking 7,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94625,Academic Speaking 7,Academic Speaking 7,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94626,1,Academic Speaking 8,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94626,Academic Speaking 8,Academic Speaking 8,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94627,1,Academic Speaking 9,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94627,Academic Speaking 9,Academic Speaking 9,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94628,1,Academic Speaking 10,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94628,Academic Speaking 10,Academic Speaking 10,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94629,1,Study Skills 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94629,Study Skills 1,Study Skills 1,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94630,1,Study Skills 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94630,Study Skills 2,Study Skills 2,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94631,1,Study Skills 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94631,Study Skills 3,Study Skills 3,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94632,1,Study Skills 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94632,Study Skills 4,Study Skills 4,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94633,1,Study Skills 5,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94633,Study Skills 5,Study Skills 5,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94634,1,Study Skills 6,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94634,Study Skills 6,Study Skills 6,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94635,1,Study Skills 7,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94635,Study Skills 7,Study Skills 7,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94636,1,Study Skills 8,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94636,Study Skills 8,Study Skills 8,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94637,1,Study Skills 9,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94637,Study Skills 9,Study Skills 9,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94638,1,Study Skills 10,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94638,Study Skills 10,Study Skills 10,79900,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Other Education,General,,,,,
94639,1,Pronunciation 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94639,Pronunciation 1,Pronunciation 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94640,1,Pronunciation 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94640,Pronunciation 2,Pronunciation 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94641,1,Pronunciation 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94641,Pronunciation 3,Pronunciation 3,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94642,1,Pronunciation 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94642,Pronunciation 4,Pronunciation 4,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94643,1,Pronunciation 5,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94643,Pronunciation 5,Pronunciation 5,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94644,1,Pronunciation 6,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94644,Pronunciation 6,Pronunciation 6,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94645,1,Pronunciation 7,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94645,Pronunciation 7,Pronunciation 7,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94646,1,Pronunciation 8,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94646,Pronunciation 8,Pronunciation 8,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94647,1,Pronunciation 9,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94647,Pronunciation 9,Pronunciation 9,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94648,1,Pronunciation 10,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94648,Pronunciation 10,Pronunciation 10,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94649,1,Tutorial Participation 1,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94649,Tutorial Participation 1,Tutorial Participation 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94650,1,Tutorial Participation 2,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94650,Tutorial Participation 2,Tutorial Participation 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94651,1,Tutorial Participation 3,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94651,Tutorial Participation 3,Tutorial Participation 3,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94652,1,Tutorial Participation 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94652,Tutorial Participation 4,Tutorial Participation 4,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94653,1,Clinically Speaking 1,Active,ES,Enabling Subject,2,0,0,0,PC,Institute for Interactive Media and Learning,94653,Clinically Speaking 1,Clinically Speaking 1,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94654,1,Clinically Speaking 2,Active,ES,Enabling Subject,2,0,0,0,PC,Institute for Interactive Media and Learning,94654,Clinically Speaking 2,Clinically Speaking 2,100707,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,7LA,10900,Verbal Communication,General,,,,,
94655,1,Grammar 4,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94655,Grammar 4,Grammar 4,91501,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,3,10900,English Language,General,,,,,
94656,1,Grammar 5,Active,ES,Enabling Subject,0.2,0,0,0,PC,Institute for Interactive Media and Learning,94656,Grammar 5,Grammar 5,91501,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,3,10900,English Language,General,,,,,
94657,4,Innovation Futures: Thinking Beyond What Is,Active,SJ,Subject,8,0,0,0,C,TD School,94657,Innovation Futures: Thinking Beyond What Is,Innovation Futures: Thinking B,100799,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,7MJ,10120,"Communication and Media Studies, n.e.c.",Transdisciplinary Innovation,,,,,
94658,3,Innovation Funding Platforms,Active,SJ,Subject,8,0,0,0,C,TD School,94658,Innovation Funding Platforms,Innovation Funding Platforms,100799,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,7MJ,10120,"Communication and Media Studies, n.e.c.",Transdisciplinary Innovation,,,,,
94662,3,Fundamentals of Innovation,Active,SJ,Subject,8,0,0,0,C,TD School,94662,Fundamentals of Innovation,Fundamentals of Innovation,100799,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,7MJ,10120,"Communication and Media Studies, n.e.c.",Transdisciplinary Innovation,,,,,
94663,3,Navigating Entrepreneurial Ecosystems,Active,SJ,Subject,8,0,0,0,C,TD School,94663,Navigating Entrepreneurial Ecosystems,Navigating Entrepreneurial Eco,100799,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,7MJ,10120,"Communication and Media Studies, n.e.c.",Transdisciplinary Innovation,,,,,
94665,3,Complexity and Sustainability,Active,SJ,Subject,8,0,0,0,C,TD School,94665,Complexity and Sustainability,Complexity and Sustainability,100799,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,7MJ,10120,"Communication and Media Studies, n.e.c.",Transdisciplinary Innovation,,,,,
94680,2,Entering Professional Life (6cp),Active,SJ,Subject,6,0,0,0,PC,Institute for Interactive Media and Learning,94680,Entering Professional Life (6cp),Entering Professional Life (6c,129999,,NA,0,Coursework,Subject,,Q1,A,UDFP Funding Cluster,2,10900,"Mixed Field Programmes, n.e.c.",General,,,,,
94681,2,Entering Professional Life (8cp),Active,SJ,Subject,8,0,0,0,PC,Institute for Interactive Media and Learning,94681,Entering Professional Life (8cp),Entering Professional Life (8c,129999,,NA,0,Coursework,Subject,,Q1,A,UDFP Funding Cluster,2,10900,"Mixed Field Programmes, n.e.c.",General,,,,,
